76,Looking for Hernst Marcelin (age 5) and Nalexia Marcelin (20 months),NO
77,Looking For Grand-parents,NO
78,Looking for Patrick Laguerre  wife and children,NO
79,LOOKING FOR JEAN PIERRE FAMILY,NO
80,Looking for Octavius Delfils reportedly injured,NO
81,Pont Morin Teleco building has crack,NO
82,LOOKING FOR CHRISFIELISE JOSEPH Y SUS BEBES MELLIZOS,NO
85,Looking for Nalise Polyte and 6-month old son,NO
87,Searching for Marie Claire Amardy and children,NO
90,Route 9 is access point into PAP but still precarious,NO
91,Searching for family members,NO
92,Looking for the Jaquet family,NO
93,Looking for my mother and brother in Turgeau,NO
94,Carrefour Slum has 90%+ of buildings in ruins,NO
95,Chantal Landrin stuck under rubble in Turjo,NO
96,Looking for Bradley Fils,NO
97,Jamcel refugee camp,NO
98,Rectory in Les Cayes is in very bad condition,NO
99,In Trouin  four people were killed during a service,NO
100,Looking for Marcellus Micaelle - UN Employee,NO
101,Our mother 72 years old  Marie Suzanne Faustin Rue Delmas 31,NO
102,Looking for Gerald and Gregory Chery and Marie Desir,NO
103,Recherchons la Famille SYLVESTRE Neilson,NO
104,K«∏nold MOREAU   professeur  Universit«∏ d'«?tat d'Ha«Óti,NO
105,Nous cherchons la famille NORMIL  Rose-Marie   Roodlyne  Tamara et Tania  Eddy Frantz,NO
106,personne perdues,NO
108,Port-au-Prince air traffic control tower damaged  flights rerouted,NO
109,Secours!! HELP!!,NO
110,Missing Persons: Therese Alice Georges  Madam Gesnel Simon  Alerte Nelson,NO
111,No news from my family: Rose-Marie Normil  Roodlyne Normil  Tamara &amp amp Tania Normil  Eddy Franz,NO
112,Grand Goave,NO
113,Peace of Mind Hotel Jacmel Collapsed,NO
114,SEARCH FOR FAMILIES IN DELMAS 13  RUE MERRY #3,YES
115,Lifeline Christian Mission - Medical help and Fuel Requests,NO
116,School collapsed w/children inside,NO
117,Unconfirmed: Digicel/Brazilian embassy bldg destroyed,NO
118,MISSING PERSON: Louno Morose,NO
119,MISSING PERSONS: Breanne Mode  Germain Louis-Edmond,NO
120,Missing Person: Michel Baptiste,NO
121,MISSING PERSON: Cecelia Excelien,NO
122,MISSING PERSON: Odette Bazile,NO
123,Functioning Hospital in Freres,NO
124,MISSING PERSONS: Marleine Comprere  Charlot family,NO
125,MISSING PERSON: Jean Francois,NO
127,Searching for Magalie Jaccy,NO
128,Looking for Rose Kerline Petit-Frere,NO
129,Hotel Peace of Mind Collapse,NO
130,Food  supplies needed: Max Paul,NO
131,looking for family/ chercher la famille,NO
132,looking for family/ chercher la famille,NO
133,Looking for/Recherche: Aspazie et Jephte Aupont,NO
135,Oxfam HQ collapse,NO
136,Flo  Director of FOSAJ art school,NO
137,Looking for: Opont Family,NO
138,PREVILLE IN DELMAS 33,NO
139,Missing people in Haiti.,NO
140,Landslide Cleared (in Tarniani or Mariani),NO
141,MISSING PERSON: Walt Ratterman (Hotel Montana),NO
142,Collapsed School,NO
143,Jean Claude Elysee,NO
144,National Cathedral Collapsed (aka Sacre Cour  Notre Dame),NO
145,Bontemps family,NO
146,Sherrie Fausey,NO
147,Chantal Landrin trapped,NO
148,Please help me find my familys in haiti,NO
149,Wilfred and Camille D.,NO
150,Marie Carmel Charles,NO
151,OK: Letendre  Gabriel and Acra families,NO
152,Guerda  Eugenie  Abdael  Noah and Randy Synal/Sinal,NO
153,Functioning Hospital in Bois Verna  PAP (L'Hopital Sacre Coeur),NO
154,Jean and Venante Diaquoi  Emilia Beauvoir,NO
155,Alexandre Bitton,NO
156,St. Gerard Church collapse,NO
157,Molly Hightower,NO
159,OK: Cadet Family,NO
160,Douyon Family,NO
161,Andre Drisdelle  Sylvie Mathieu,NO
162,Hilda Alcindor,NO
163,Boucif Belhachemi,NO
164,Roads from DR passable,NO
165,Frantz Charlot,NO
166,Henri Robert Alcindor  Puit Blain,NO
167,Missing Relative in Earthquake,NO
168,Violene Gabriel,NO
169,Road to Leogane Road blocked,NO
170,Hospital St. Croix - destoryed,NO
171,Pier at PAP port damaged,NO
172,Road from Cap Haitien to Montriuis good,NO
173,Pierre-Canel jean-Emmanuel (Jean Jean)  wife Martine and 1 year old son,NO
174,Jacqueline Barthelemy,NO
175,Road from Gonaives to Cap Haitien reported good,NO
176,Marie Raymonde Lafortune,NO
177,Resilien Jean,NO
178,Gertrude Garraud-Pascal,NO
179,Airport Congested,NO
180,Fritz Lucien,NO
181,Roger Eason,NO
182,St. Joseph Home for boys destroyed  children safe,NO
183,Family Sanon,NO
184,Nadine Philips  Guadeloupe,NO
185,Large List of People - see description,NO
186,AIPORT CONGESTION,NO
187,Sagaille Family (Emanuelle  Michelin,NO
188,PaP - Jacmel Road Cut [UPDATE: NOW OPEN],NO
189,Melissa Elliot,NO
190,Hope Hospital/Hospital Espoir - functioning,NO
191,WIDLY PREVILLE,NO
192,Oreste Germain &amp Yvonne Sa Ntil,NO
193,Anne Marie Sinvil,NO
194,URGENT - College Canape Vert  PaP,NO
195,Breanne Mode and Germain Louis-Edmond,NO
196,Treament for Injured - Jimani  DR,NO
197,Cite Soleil - Situation,NO
198,Catholic Church collapsed,NO
199,latest confirmed logistics info,YES
200,Tracing the missing and the dead,NO
201,Please help me find my family in Gressier Haiti,NO
202,Hotel Le Relais de L'empereur collapsed,NO
204,Less than 10 persons pulled from UNHQ,NO
205,List of French NGOs departing for Haiti 14th Jan,NO
206,Road from Croix-des-Bouquets to PaP damaged but passable,NO
207,Cap Hatien Port is Open,NO
208,Missing 5 years old Haiti,NO
209,Person Trapped - 66 Rue St. Gerard,NO
210,Hotel Villa Creole  P«∏tion-Ville now make-shift Hospital,NO
211,Looking for family: Mirlene Lisius Bayard  Samuel Lisius  Milande Lisius,NO
212,Need Help with Crowd Control,NO
213,Center Alcibiade Pommayrac Primary school is destroyed  secondary school damaged,NO
214,Road Conditions: Port-au-Prince -&gt Les Cayes,NO
215,looking for relatives margalie  jodanine and baby boy,NO
216,Person Trapped - La Plaine  Bon Repos  Ruelle antoine #17,NO
217,Cyvadier Hotel collapsed: owner okay,NO
218,Auberge du Quebec,NO
219,Hospital functional,NO
220,les oblats,NO
221,MISSING PERSON: George Sada,NO
222,St. Michel Hospital collapsed,NO
223,Children Trapped &amp others without water,NO
224,please help me find my brother and family,NO
225,People congregating at Jacmel Airport,NO
226,Looking for my dad,NO
227,finding person,NO
228,Leogane Nursing School,NO
229,Zanmi Lasante Buildings are OK,NO
230,MISSING PERSON   -Jean-Claude Germain,NO
231,Missing Family - Carrefour,NO
232,Missing Persons,NO
233,MISSING PERSON: Rosa Crespo,NO
234,Help needed,NO
236,Mother of Charles Darvey of NY  US citizen trapped in Carrefour,NO
237,Trying to reach Guy Amos Marcelin Dalmas 33,NO
238,US Citizen living in Haiti,NO
239,Missing Family,NO
240,Missing Person,NO
241,lelenne cesar..... works in l'opital general.,NO
242,Locate Michel-Ange Gedeon,NO
243,godson alcin  nael alcin  saintelise cherry,NO
244,Roads to US Embassy blocked,NO
245,Rue Grande blocked,NO
246,Two pharmacies open near General Hospital,NO
247,Canadeau and Saint Francois d'Assise destroyed,NO
248,Please help me find my family,NO
250,Grand Goave Children's Home okay,NO
251,MISSING PERSONS: Marguerite Vixamar  Fritz Vixamar  Mario Vixamar,NO
252,TRAPPED,NO
253,Main flour mill destroyed,NO
254,Citigroup headquarters collapsed,NO
255,Becky DeWine School Damaged in Cite Soleil,NO
256,Louis Naomie  26 ans,NO
257,St Vincents School for the Handicpapped destroyed  children okay,NO
258,vladimir jean guismy devariste,NO
259,Port-au-Prince morgue out of space for bodies,YES
260,Hotel Villa Creole medical triage,NO
261,St. Damien Children's Hospital - only minor damage aid to hospital arriving soon.,YES
262,First American confirmed death,NO
263,Person trapped,NO
264,Airport open for military and private flights,YES
265,Ruelle St Pierre Gonaives  Haiti,NO
266,Looking for Adriana Olivos,NO
267,Missing people: kareem Martin and Kareema Martin,NO
268,Bodies being brought to cemetary,NO
269,Lochard fanmi is trapped at 66 Rue St. Girard,NO
270,Santo Domingo is the hub for aid agency efforts,NO
271,Missing persons: Kareem and Kareema Martin,NO
272,Some dead being transferred to city dump,NO
273,High school in Petite Place Collapses,NO
274,Food Distribution (WFP),NO
275,Food Distribution (WFP),NO
276,Food Distribution (WFP),NO
277,Hopital Albert Schweitzer Haiti inundated with patients,YES
278,Partners in Health open Mobile Clinics,NO
279,Hundreds of Haitians being [medically] treated,NO
280,MSF operating theatre in Cite Soleil,NO
281,Ministry of Finance building destroyed,YES
282,Ministry of Justice/Palais de Justice building destroyed,YES
283,trapped in house,NO
284,My sisters and brother,NO
285,Missing Man,NO
286,Person trapped,NO
287,Trapped person at UNIBANK BOURDON,NO
288,People drive 4-5 hrs from PaP to Hinche for medical treatment  supplies,NO
289,orphanage with all children ok,NO
290,Looking for Roselen Eitiene  Nathalie Allien  Wilfried Allien,NO
291,Missing Person: Yevette Alliance,NO
292,Cathedral of St. Trinity Collapsed,NO
293,Any info about Foyer des Filles de Dieux orphanage ?,NO
294,missing person Franck FKZRVERBAK,NO
296,Missing Persons: Sister Paul,NO
297,S«∏isme HAITI,NO
299,Hotel Montana - M. Richard Proteau,NO
300,La Plaza Hotel in Delmas 33,NO
301,Missing Person - David Nesbitt,NO
302,Retrouve ta famille / Find your family,NO
303,port«∏es disparu,NO
304,Missing person:Dario Dorval et Une Femme nomm«∏e ynocia SAINT-FELIX,NO
305,survivants,NO
306,Des nouvelles,NO
308,Andre valme,NO
309,Dieuvent Loigene call Curacao please,NO
310,200 people in Belgian Consulate need food and water,NO
311,SOS!!!,NO
312,girl trapped under house help help help,NO
313,Missing Persons: Jean-Francois,NO
314,Hospital open and in service  needs supplies,NO
315,Canadian Embassy standing,NO
316,Water distribution &amp&amp  burning bodies in Champmars,NO
317,Aircraft w/ clean water,NO
318,Sea is retreating from the PaP pier,NO
319,Survivors,NO
320,Hospitals active,NO
321,Pastor Salnave Desarmes,NO
322,Students trapped in lycee Anacaona,NO
323,(NEW) Road Jacmel - PaP open to heavy cargo,NO
324,LOOKING FOR MY MISSING SISTERS!! They lived  in Mariani  Port Au Prince,NO
325,Foyer des Filles de Dieu,NO
326,Functioning Hospital in Cite Soleil WITH WATER,NO
327,People buried in school,NO
328,Many families in Carrefour gathered at soccer field,NO
329,Bridge Damaged  Delmas 31,NO
331,USS Carl arrives,NO
333,looking for family in haiti,NO
334,Hospital Justinien in Cap-Haitien,NO
336,Facebook Group for Earthquake Haiti,NO
337,Burning bodies,NO
338,MSF expanding capacity at location,NO
339,MSF expanding capacity at location,NO
340,MSF providing triage at La Trinite,NO
341,8-yr old trapped,NO
342,MSF medical centre  Maternit«∏ Solidarit«∏ hospital,NO
343,Looking for Pastor Emile Samedy  New Hope Ministries  Mariani,NO
344,Sacre Coeur Hospital Up and Running,NO
346,DFID USAR and other USAR and assessment teams based at airport compound,NO
347,Humanitarian Coordinator and OCHA head of office are functioning out of MINUSTAH Logistics base near airport,NO
348,PIH involved at Diquini Hospital,NO
349,Hospital damaged,NO
350,Large church collapsed,NO
351,MSF providing triage at Pacot Rehabilitation Center,NO
352,Mobile clinics,NO
353,PIH Zanmi Lasante Sociomedical Complex outside PaP accepting patients,NO
354,University Hospital Justinian (UHJ) in Cap-Haitien receiving patients via MINUSTA helevac,NO
355,Missing child  chris bensthania dorelus,NO
356,Missionary house destroyed,NO
357,MISSING PERSON - BRENDAN BECK @ Hotel Montana,NO
358,EVEILLARD Family,NO
359,jacmel-PaP road open to motorcycles (unconfirmed),NO
360,PAHO/WHO establishing field office,NO
361,Looking for Adriana Olivos,NO
362,PAHO/WHO has relocated to PROMESS compound,NO
363,PAHO/WHO establishing field office,YES
364,Pandiassou - Not much damage in town center,NO
365,MINUSTAH positioning trucks and forklifts at the airport,YES
367,PaP Airport Update  more detailed info,NO
369,airport can take charter planes,NO
370,UNDAC  Iceland and US USAR teams have set up reception center at airport,YES
371,Hospital St. Michel partially collapsed,YES
373,Some damage refugees pouring in,NO
374,5 people pulled from Hotel Montana,NO
375,UNDAC  Iceland and US USAR teams have set up reception center at airport,YES
377,Makeshift hospital in soccer field at Matthew 25,NO
378,Missing - Roselice Moniska 46 yrs residing in TABA  Haiti,NO
379,Functioning port in Jacmel,NO
380,Functioning Port in Les Cayes,NO
381,Missing - Miriam Andreice - 34 yrs,NO
382,The Magnitude of Disaster,YES
383,looking for a family friend,NO
384,The Magnitutude of a Disaster,YES
385,Injured moving from PaP to Hospital in Hinche,NO
386,AIRPORT status Santo Domingo Las Americas Airport (SDQ),YES
387,All orphanages are OK,NO
388,SEAPORT update,YES
389,BRESMA orphanage children need help from field workers,YES
390,Road from Leogane to Jacmel blocked by landslides,YES
391,The Magnitude of a Disaster,NO
392,UND/CDC in Leogane  camp for displaced people  no internet in Leogane,YES
393,WFP AIR OPS update,YES
394,Trouin Catholic Church barely damaged  spontaneous camp  Episcopal church collapsed  need drinking water,YES
395,ROAD conditions,NO
396,Le Cayes - The Magnitude of a Disaster,YES
397,Burst water pipe,NO
398,food being handed out by cross international,NO
399,Missionary Building in Grand-Goave needs help,NO
400,Ground stop extended,YES
401,Leogane  Haiti has not received any relief efforts yet,NO
402,The Magnitude of a Disaster,NO
403,Camps location,NO
404,Temporary field hospital at National Public Health Laboratory,YES
405,The Magnitude of a Disaster,NO
407,Half of a drum in Tibo (19.634100∂¯  -72.229517∂¯),YES
408,Sodium hypochlorite generator,YES
409,Sodium hypochlorite generator,NO
410,Water purification kits,NO
411,Sodium hypochlorite generator,YES
412,Sodium hypochlorite generator,YES
413,One drum in Darbonne (18.488037∂¯  -72.588556∂¯),YES
414,Refugee Camp,NO
415,damaged Foyer des Filles de Dieu orphanage,NO
416,Four drums in Fonds Verettes (18.394408∂¯  -71.852375∂¯),YES
417,Pharmacy open,NO
418,Available: Sodium hypochlorite generator,NO
419,Sodium hypochlorite generator,NO
421,Free Phone Calls from PaP,NO
422,Sodium hypochlorite generator,NO
423,Catholic Relief Services (CRS) distributing food/water at warehouses,NO
424,Photos from Trouin and from the turnoff to Trouin,YES
425,IOM Non-Food Item Distribution Point,NO
426,Aid Delivered to Port-au-Prince Airport,YES
427,UNHAS Flights Starting Sunday,NO
428,Airport saturated  slowing aid,NO
429,Medical University Tabarre - 10 000 refugees on site - Medical supplies needed,YES
430,Cap-Haitien airport to be used as 2nd primary humanitarian point,NO
431,Pictures of destroyed buildings in L«∏og«Ωne,NO
433,Water distribution and burning bodies at Champsmar Park,YES
434,15 000 people with only four days supply of food,YES
435,Israeli plane with aid lands at PaP airport,NO
437,Trapped person at Rue Martin Luther,NO
438,TRAPPED,NO
439,Team of medical workers setting up at Quisqueya Christian School,NO
440,International Rescue team at Unibank in Bourdon,NO
442,WFP distribution of food and non-food items,YES
443,WFP distribution of food and non-food items,NO
445,damage nan Cheridant,NO
446,Haiti - Port-au-Prince Earthquake Satellite Image Damage Assessment January 13  2010 - Sheet 3,NO
448,Stranded survivors - Food/Water needed!,NO
450,Port could be operational in days,NO
451,Radio Lumiere's Network Intact,NO
452,Sarah Lauture,NO
453,St. Gerard Technical School - PEOPLE STILL TRAPPED,NO
454,Widespread destruction in Jacmel,NO
455,Photos of destruction in Jacmel,YES
456,Hospital lacking surgeons,NO
457,PIH receiving patients and doing surgery in Hinche,NO
458,UN moving troops to Port au Prince,NO
459,TRAPPED / stranded survivors,NO
460,Hospitals in Cap-Haitien are open and equipped  need transport of PaP patients,NO
461,Doctor treating patients needs supplies and people,NO
462,Missing Person,NO
463,Send Insulin to Baptist Mission Hospital  Fermathe,NO
464,survivor information,NO
465,Road from PaP to Jacmel is passable for all-terrain vehicles,NO
466,Medical Supplies Needed at Foundation in Haiti,NO
467,Call for local volunteers w/Red Cross experience in the DR,NO
468,Leogane needs help,NO
469,Missing American,NO
470,Recherche personne,NO
472,RHFH Clinic open,NO
473,RHFH Rescue Center,NO
474,Missing DEVILLE  MARIE EDMONDE,NO
475,Find Shiler Dorsainvil!!!!!! Angle Rues de Centre et des Miracles  Port-au-Prince   Haiti,NO
476,Hospital in DR,YES
477,Jacmel shelters,NO
478,Road improving,NO
479,Carribean Market: 63 people alive,NO
480,Missing persons: Victor and Th«∏r«˘se Chatelain,NO
481,Port Damage Report,YES
483,Rescuers Strain to Get Safe Water to Thirsty,NO
484,Plan Canada distributing food  kits  and water,NO
485,Plan Canada updates,NO
486,Airport set up scheduled landing slot system,YES
487,leoni and dominique orisma are alive in turgeau,NO
488,Narcisse family needs food,NO
489,Rescue team still working at carribean market,YES
490,Montana hotel - Rescuers working on getting survivor,NO
491,Universal super market is open on tabarre,YES
492,ICRC estimating 50 000 people at this location,YES
493,Road condition update,NO
495,Mobile clinic,NO
496,St. Louis de Gonzague high school,YES
497,ICRC: 5 000 exposed to elements at St. Louis de Gonzague high school,NO
498,Children in need of food  water,NO
499,GlobalMedic is now setup at the PaP University campus providing medical treatment,YES
500,ICRC says situation at clinic in Cite Militaire critical,NO
501,Food available in Delmas,NO
502,Public water tanks list,YES
503,contact Michel Matera UN expert,NO
506,People in need of medical help  water,NO
507,Area open,NO
508,New Satellite Photos of Port Damage,YES
509,Mission of Hope Clinic treating patients,NO
510,Hospital updates - St. Damien Children??s Hospital,NO
511,Hospital de la Paix in PaP receiving injured and dead,NO
512,Missing Person - Michelot Baptiste,NO
513,Hopital Espoir/Hope Hospital is open,NO
514,Temporary Field Hospital Open at National Public Health Lab.,NO
515,USCG Port Assessment,NO
516,Hospital updates,NO
517,Child with Serious Head Injury,NO
519,Hospital updates,NO
520,H«Ôpital Albert Schweitzer  Deschapelles  Operational,NO
521,Fermate: Baptist Haiti Mission Hospital,NO
522,stranded children,NO
523,St«∏phanie Gilles  trapped under her house,NO
524,60-bed hospital needs supplies,NO
525,Images of Seaport Port Au Prince,YES
526,Cap Haiten port,NO
527,Trapped Person - Carrefour-Feuilles,NO
528,Person trapped under Daihatsu Auto  Delmas  PauP,NO
529,110 people need food  water &amp medicine,NO
530,Trapped people in Carrefour,NO
531,Road Les Cayes-Port-au-Prince Impassable by car,NO
532,People trapped in Sacred Heart Church  PauP,NO
533,Trauma ward set up at Villa Creole  PauP,NO
534,Patrick Nirtilus wants family in U.S. to know he's OK,NO
535,personne coincee,NO
536,Jude Nicolas Guillaume  Age 30 lived in Delmas,NO
537,Trapped person,NO
538,Christine Legagneur Rescued,NO
539,Tractor required,NO
540,Aid needed Maison de Lumiere,NO
541,Aid required at orphanage,NO
542,MSF now supporting the hospital,NO
543,50 people in need of food  water in Boisverna  PauP,NO
544,Offering chlorine tablets,NO
545,Reports of Gunfire in Delmas 33,NO
547,People trapped at GOC Universite,NO
548,Person trapped in supermarket,NO
549,Aftershock,NO
550,Mom &ampamp 2 children need help  trapped,NO
551,Boats of Refugees off coast of Petit Port-a-Piment,NO
552,Person Trapped,NO
553,Outside Haiti capital  much despair and little aid,NO
554,Food and Water needed,NO
555,Doctor Available,NO
556,Supplies Needed to Matthew 25 Delmas 33 Clinic,NO
557,Hotel Montana needs water,NO
558,Looting in Iron Market neighborhood,NO
559,Food and Water needed,NO
561,Doctors needed  Jacmel,NO
562,Hopital de la Universite de l'Etat de Haiti,NO
563,Water and purification tablet distribution,NO
564,300 Refugees arrived by lorry - Food/Supplies needed,NO
565,Road blockades outside of Leogane set up by locals,YES
566,Crisis Response International offering supplies to NGOs,NO
567,Mirebalais Hospital needs assistance,NO
568,De la Paix hospital needs supplies,YES
569,Trapped Persons - Carrefour-Feuilles,NO
570,Brebis Orphanage - Assistance needed - out of water,NO
571,Food and water needed,NO
572,Israeli Field Hospital Operational,YES
574,Food and Water Needed,NO
575,Jacmel Airport Runway Length,NO
576,Red Cross Hospital Needs Staff,NO
577,plz help treat my mom  she has a head inj and in critical condition,NO
578,Team going to Leogane and Darbonne  taking requests,NO
579,Trapped People,NO
580,God's Littlest Angels Orphanage needs water,NO
581,Bresma orphanage needs water,NO
582,Missing,NO
583,Josette (Zette)  a Canadian citizen  is at 12 rue Pin«ıon and needs medicine,NO
584,Missing Person - Casneve Oupette,NO
585,EN VIE,NO
586,La famille Fanfan,NO
587,Alive,NO
588,Food,NO
589,Report Missing while went to school,NO
591,OCHA &ampamp UNDAC reception &ampamp departure center established in Santo Domingo,YES
592,Food arrive to Labadee by Royal Caribbean,NO
593,48 kids need food at orphanage ASAP,NO
594,woman trapped in bank sends text messages,NO
595,Confirmation of trauma unit arrival,NO
596,Orphanage needs supplies  security &ampamp medicine,NO
597,Donate blood in Canape Vert,NO
598,Fuel Delivery Pier Damaged,YES
599,Extreme Damage in town of Leogane,YES
600,Very Heavy Damage in town of Jacmel,YES
601,please help a mom rescue her children who are still alive??,NO
602,Personne disparue : Georges Job Schneider Paul  19.ans,NO
603,Lives in danger,NO
604,Hotel Ville Therese Collapsed  bodies under the structure,NO
605,Robbery,NO
606,Foyer de Sion Orphenage - 150 CHILDREN NEED WATER,YES
607,Trapped in Hotel,YES
608,Dead bodies need to be disposed,NO
609,Underutilized pathway of Santiago to Cap,YES
610,Head Injuries  bleeding nose and ears from a fracture,NO
611,Port Damage Report Jan 16 1630z,NO
612,Israeli field hospital at Antoine Izmery soccer field,NO
613,Thieves in Jacquet,NO
614,People Trapped - From Facebook,NO
615,Missing 425 Jean Jacques dessalines  Thor 65,NO
616,Field Hospital needed in Jacmel,NO
617,200 people in need of food  water,NO
619,Armed Robbery,NO
620,Potential Campsite - see description,NO
621,Orphanage Rose &quot Mina&quot de Diegue,NO
622,Darbonne Sugar Mill-Property available for rescue efforts,NO
625,Hopital Sacre Coeur in Milot has *ONLY 9* patients! Capacity for 100 more! - CONFIRMED!,YES
627,looking for Dorilien family,NO
628,Matthew 25 House Soccer Field Triage Hospital- temporary central coordination point,NO
629,50 children needs food  water and more,NO
630,Ecole Ananda Marga food distribution point needs supplies,NO
631,Orphanange Nid d'Espoir,NO
632,Orphanage needs help,NO
633,Red Cross Field Hospital in Jacmel,YES
634,Croix des missions (butte boyer),NO
635,Hospital with MD waiting... Acierie Haiti,YES
636,Warehouse available  area in need of help,YES
638,Anesthesiologists needed,NO
639,Help available at Quisqueya Christian School in Delmas,NO
641,survivals les decombres de L'Ecole De Genie Polytechnique sur l' avenue Christophe pres de l' Hotel Oloson.,NO
642,Foyer de Sion receives some supplies and water,NO
643,Need help,NO
644,Need ambulance,NO
645,Trapped persons,NO
646,Medication needed - diabetics,NO
647,Hot Meals available at Muncheez Restaurant,NO
648,Property available for medical help/rescue,NO
649,Need food &ampamp water for 200,NO
650,Medical Attention Needed,NO
652,gas propane and water available - emergency delmas 19,NO
653,Property available for relief!,NO
654,Thousands of People in Leogane Stadium need help,YES
655,Dive Team arrived to assess port,NO
656,US Navy Oiler on station to support seaborne effort,NO
657,Functioning 24 Hour Ops rooms at De La Paix Hospital,NO
658,MultiPharma Drugstore open,NO
659,family in need of help,NO
661,Roadblocks Carrefour/Port-au-Prince road,NO
662,Property available for medical help/rescue,YES
663,Need Generator at hopital general,NO
664,Medical supplies needed at Clinic,NO
665,Baptist Haiti Mission,NO
666,2 more Clinic medical rooms available,NO
668,Property available for medical help/rescue,YES
669,2 more medical rooms available,NO
670,Need Cleaning Equipment at Place St Pierre,NO
671,Water &ampamp food available,NO
672,800-900 need surgery,NO
673,woman stuck on balcony,NO
677,People trapped,NO
678,CICR center established small hospital,NO
681,200 ppl in need of H20  food,NO
682,Hospital needs generator,NO
683,Water distribution - Car wrecker's yard Petionville,NO
685,7 trucks filed with medical supply arriving tonight,NO
686,Space available in clinic in Petionville,NO
687,Someone's alive under rubble,NO
689,Leogane - first aid stations,NO
690,RT Evelyn Bourdeau is still Alive under the rubbles of City Bank Delmas 30. HELP!!!!,NO
692,sick baby needs help,NO
693,DINEPA - WASH coordination meetings,YES
694,alive under rubble,NO
695,Urgent Medical Needs in Jacmel,NO
696,Looking for Padien,NO
697,CARE office not damaged,NO
698,people alive under rubble,NO
699,New Hospital Functional Behind U.S. Embassy  PauP,NO
700,85 patients desperate need Port-au-Prince Municipal Nursing Home,NO
701,Food  water  medical supplies needed at orphanage,NO
702,Small Hospital next to Canadian Embassy,NO
704,medical emergency for a 5 yr old @ 509 3409-9716,NO
705,Roads clear to Rue Christ Roi  Dire Need,NO
708,Two US field hospitals in Killick,NO
709,CRS working on re-establishing services at St. Francois de Sales Hospital,YES
710,Food/Water needed at Canape Vert,NO
713,Girls trapped under building debris at 154 Rue Martin Luther King,NO
714,Designated sites for field hospitals,NO
715,154 Rue Martin Luther King  in Delmas,NO
716,Established: temporary air traffic flow management procedures,YES
723,8 Rue Oswald Durand,NO
726,need water 1500 personnes,NO
727,Hospital Immaculate Conception facing massive arrival from PaP,YES
728,H«Ôpital Universitaire Justinien in need of supplies,YES
